Dataset type,Judge model,Train dataset,Test dataset,Type,Accuracy,Precision,Recall,F1,AUROC,ECE,ECE_lo,ECE_hi,ECE_em,ECE_em_lo,ECE_em_hi,RMSCE_db,RMSCE_db_lo,RMSCE_db_hi,SmECE,SmECE_lo,SmECE_hi,Recovery,Validity
syn,qwen-2.5-7b,pond,pond,NTP,0.7784547891786497,0.9326012873911397,0.6002924689251767,0.7304270462633452,0.9161519284469273,0.07563742607116605,0.06706965347242375,0.08376489055822683,0.17072007004270326,0.16255029621742634,0.178557229151799,0.21197134582700883,0.20471694583012812,0.2200177574603886,0.06142525078652316,0.05558887061808797,0.06726163095495835,0.6002924689251767,0.9326012873911397
syn,qwen-2.5-7b,pond,pond,Probe,0.8986107726054107,0.9298291721419185,0.8622958810626371,0.8947900859888721,0.9684994168857738,0.0705305549499822,0.06467386256004147,0.07632918279722016,0.07045616133847506,0.06441808099965068,0.0761684544744862,0.08622779817805161,0.07911748378312136,0.09482314787853549,0.0666891833417404,0.06170986587780998,0.07166850080567082,0.8622958810626371,0.9298291721419185
