Split,Judge model,Train dataset,Test dataset,Type,Accuracy,Precision,Recall,F1,AUROC,ECE,ECE_lo,ECE_hi,ECE_se,ECE_em,ECE_em_lo,ECE_em_hi,ECE_em_se,RMSCE_db,RMSCE_db_lo,RMSCE_db_hi,RMSCE_db_se,Brier,BSS,Validity,N,N_pos
test_docs,mistral-7b,pond,nfix,Probe,0.56,0.6296296296296297,0.3333333333333333,0.43589743589743585,0.6698679471788715,0.16302793074743044,0.11152349735272171,0.2732826960269954,0.04145949023719402,0.1603046748068188,0.12583724974666397,0.2800110170879213,0.04025028127084094,0.11899903759607341,0.054348759046980305,0.3015411627891542,0.06182580308360999,0.25429555572980617,-0.017589258622673798,0.6296296296296297,100,51
test_docs,mistral-7b,nfix,pond,NTP,0.45,,0.0,,0.7151515151515151,0.20496199537672916,0.13461565029190145,0.2974838860604735,0.04285339177888245,0.23443055555980333,0.16832261229838968,0.32452706087040023,0.04030411880168009,0.20332019784750924,0.1447665572067054,0.34370050761397286,0.05133357898289782,0.2612715188869311,-0.055642500553257035,0.0,100,55
test_docs,mistral-7b,nfix,pond,Probe,0.72,0.7288135593220338,0.7818181818181819,0.7543859649122807,0.7814141414141414,0.084739490809681,0.07237736450486011,0.18845681982475632,0.02915119190359956,0.0821640950483543,0.08241026273732191,0.20470588425545003,0.03150800693158981,0.0,0.0,0.21394213624344238,0.06423880736831958,0.18815770112222616,0.2397668641526216,0.7288135593220338,100,55
test_docs,mistral-7b,nfix,nfix,NTP,0.45588235294117646,,0.0,,0.6556233653007847,0.19509875519594777,0.1205999886717079,0.32112303523112434,0.052417241789332866,0.23663297424654378,0.19690436928558472,0.3792631083402898,0.0466873790638717,0.2547033814819234,0.18878777826066234,0.4068708438409982,0.055765056054749594,0.2849839530595408,-0.14888038269164472,0.0,68,37
test_docs,mistral-7b,nfix,nfix,Probe,0.5588235294117647,1.0,0.1891891891891892,0.3181818181818182,0.7637314734088928,0.3189869635583151,0.2277926265748515,0.42438395833677195,0.05177462015104768,0.3319922865431823,0.2450396775809111,0.4348896523384092,0.05007227888455951,0.3515065485195948,0.24590730818490647,0.47778057087779024,0.05908589099292843,0.30112435041738805,-0.21394855826504133,1.0,68,37
test_docs,qwen-2.5-7b,pond,pond,NTP,0.7142857142857143,0.8571428571428571,0.6,0.7058823529411764,0.8816666666666667,0.14147155407372403,0.05370020381794773,0.28029025795934037,0.059380853119225877,0.24762916192575998,0.15906313892945473,0.3698097222227452,0.05471726192168542,0.15775468814725185,0.0,0.4245850861275651,0.10088380604926532,0.19486090784533328,0.20431795963155575,0.8571428571428571,35,20
test_docs,qwen-2.5-7b,pond,pond,Probe,0.7142857142857143,0.6785714285714286,0.95,0.7916666666666667,0.8233333333333335,0.23042003664323576,0.13791376411197287,0.367991395722693,0.05786273167120493,0.23573531869730444,0.15739961472181704,0.37302883117535435,0.05437857208857424,0.22570668518265663,0.07160724977588794,0.4169153273981144,0.08431959535343102,0.19408465984233844,0.20748763897711797,0.6785714285714286,35,20
test_docs,qwen-2.5-7b,pond,nfix,NTP,0.66,0.8695652173913043,0.39215686274509803,0.5405405405405406,0.7741096438575431,0.16217632147698835,0.08897612147265722,0.2596603192036196,0.04288057965486283,0.16580023812357872,0.13717418709234047,0.28386680104475226,0.03750719349371306,0.15688391931224552,0.1057709003368598,0.3240470614836439,0.05640012133415341,0.23164149213317298,0.07306325677001613,0.8695652173913043,100,51
test_docs,qwen-2.5-7b,pond,nfix,Probe,0.67,0.78125,0.49019607843137253,0.6024096385542168,0.7859143657462986,0.19568934011864814,0.14412433629087146,0.2946200229997362,0.037946733836368825,0.181200289997851,0.1353762790161802,0.28572208678829836,0.037708631552047955,0.15041393762809524,0.10201251375047214,0.3119307728774594,0.052925354508507744,0.22187193980180214,0.11215710363424514,0.78125,100,51
test_docs,qwen-2.5-7b,nfix,pond,NTP,0.72,0.8292682926829268,0.6181818181818182,0.7083333333333334,0.8428282828282829,0.13254388596872238,0.0813582913117116,0.2149354197677973,0.03489846050534232,0.1467650105469568,0.11259087193671544,0.23964577922158425,0.03288679212587709,0.10757734859412911,0.045417518895971815,0.26441306308303303,0.05442465108646439,0.18281582134915209,0.2613502167711027,0.8292682926829268,100,55
test_docs,qwen-2.5-7b,nfix,pond,Probe,0.75,0.7205882352941176,0.8909090909090909,0.7967479674796749,0.7765656565656566,0.0823887232889076,0.07339347857397611,0.19659627610795224,0.030861054441157564,0.08822766689667663,0.08547741949414496,0.2086443855371954,0.03206655027555282,0.0,0.0,0.21983870174510226,0.061310158030528666,0.19059057632035992,0.2299370653722832,0.7205882352941176,100,55
test_docs,qwen-2.5-7b,nfix,nfix,NTP,0.6911764705882353,0.8636363636363636,0.5135135135135135,0.6440677966101694,0.7872711421098517,0.0822047066695352,0.050236778411519044,0.20960683526545418,0.040247856548269394,0.11254314326830851,0.12254566998952042,0.28562549183661146,0.041740633531609735,0.08114982078513655,0.0,0.3117169543702726,0.07575534308206573,0.20200166802978362,0.18565325809091593,0.8636363636363636,68,37
test_docs,qwen-2.5-7b,nfix,nfix,Probe,0.7058823529411765,0.9047619047619048,0.5135135135135135,0.6551724137931034,0.8500435919790759,0.179913623149474,0.13089391494020516,0.28633343476017775,0.04080727227702752,0.1780024169307336,0.13877935988385878,0.2979438882001125,0.04134866397849216,0.1240151136584602,0.08267035592731474,0.3480174499298499,0.06899841664401228,0.1844387185581262,0.2564562906601783,0.9047619047619048,68,37
test_docs,qwen-2.5-7b,supermat,pond,NTP,0.7,0.9032258064516129,0.509090909090909,0.6511627906976745,0.8428282828282829,0.15774878166726322,0.08803085084682813,0.2448588572225213,0.040870104693180455,0.20466355327601973,0.1574742562255633,0.2960362832046371,0.03516062101594876,0.20303065294143047,0.13577346918222002,0.3317292549121541,0.04961442296786521,0.21020566543578822,0.15068418005742135,0.9032258064516129,100,55
test_docs,qwen-2.5-7b,supermat,pond,Probe,0.53,0.7857142857142857,0.2,0.3188405797101449,0.696969696969697,0.29246028136729807,0.21835529112938648,0.3913441067012498,0.04484957946115586,0.28222097862321205,0.21878865936094688,0.38303285345045596,0.042666351360399785,0.28904405428062635,0.22518929855248523,0.4164071379205242,0.04923991154461893,0.309232172259691,-0.24942291822097373,0.7857142857142857,100,55
