Dataset type,Judge model,Train dataset,Test dataset,Type,Accuracy,Precision,Recall,F1,AUROC,ECE,ECE_lo,ECE_hi,ECE_em,ECE_em_lo,ECE_em_hi,RMSCE_db,RMSCE_db_lo,RMSCE_db_hi,Recovery,Validity
real,llama-3.1-8b,nfix,pond,Probe,0.5884394119258515,0.6283811061768269,0.5386745111611005,0.5800801267120097,0.6455432013957783,0.08142836276315263,0.07396347774846958,0.09126435067389037,0.08087813448390747,0.07451222855719995,0.09107670908803132,0.10726251892233417,0.09931082102718433,0.1173465390059932,0.49324932493249324,0.6283811061768269
real,llama-3.1-8b,nfix,nfix,NTP,0.6719409282700421,0.6499388004895961,0.35661517797179315,0.4605377276669557,0.7170201976165057,0.08091084193132736,0.06741547460706593,0.09553042559956308,0.10245677246887826,0.08788588549697246,0.11673386355044157,0.10538886596137038,0.09314638979118668,0.12286524591982077,0.26096491228070173,0.6499388004895961
real,llama-3.1-8b,nfix,nfix,Probe,0.640295358649789,0.7376425855513308,0.1302887844190732,0.2214611872146119,0.6732500925151794,0.11428354028181437,0.0998460032742365,0.12946217769399768,0.11428354028181435,0.0997293819991218,0.12943410534821642,0.11593256051134489,0.10327026580476191,0.13360735477048796,0.1206140350877193,0.7376425855513308
real,mistral-7b,pond,pond,NTP,0.4339668029829204,,0.0,,0.757992697909825,0.23555818806363882,0.22210550366386078,0.24923156661899157,0.23846078055670256,0.22588589419907962,0.25234063184932587,0.2596475728268376,0.24687976946485288,0.2745043628462851,0.0,0.0
real,mistral-7b,pond,pond,Probe,0.6386817416406062,0.7009919697685404,0.6306842328941776,0.6639821029082774,0.6964127033187806,0.08554226576690954,0.07351912800253854,0.10032168818254311,0.08440453322999286,0.07404385834013263,0.10031317880081901,0.09705590624358502,0.08455678266337986,0.11432115146807867,0.4675324675324675,0.7009919697685404
real,mistral-7b,pond,nfix,NTP,0.6141975308641975,,0.0,,0.7248074942614305,0.0775423917486463,0.06756571565650202,0.08993739712107106,0.08060538199098166,0.07155214183927644,0.09348379029710238,0.10780816800141964,0.09744515910896448,0.12232816857566152,0.0,0.0
real,mistral-7b,pond,nfix,Probe,0.6409465020576132,0.5469314079422383,0.404,0.46472392638036814,0.641533593895403,0.08086080921920727,0.07081724954073772,0.09405001037197912,0.08164114789204074,0.07087594786396711,0.09455696480873768,0.09204689990849599,0.08226367248180137,0.1060305177531814,0.175,0.5469314079422383
real,mistral-7b,nfix,pond,NTP,0.4722856360149758,,0.0,,0.7268603573998558,0.19953386944608575,0.19129704632605002,0.2079616148486351,0.2014152728556541,0.19284463498755516,0.20986817612323322,0.22473202655351637,0.21645737541714422,0.23352453258505487,0.0,0.0
real,mistral-7b,nfix,pond,Probe,0.6580220984384988,0.6581156716417911,0.7324796677625887,0.6933093112767177,0.713894729389968,0.06695281287949412,0.05858855101404122,0.07571316396610571,0.06554334504692527,0.05633801779295572,0.07388619733586824,0.07684827240105546,0.06857677057602386,0.08731981845879498,0.6060606060606061,0.6581156716417911
real,mistral-7b,nfix,nfix,NTP,0.607331223628692,,0.0,,0.7452697695971062,0.1101843404344462,0.09631566276192924,0.12462199995782233,0.10697944845985485,0.09773911004651982,0.12426942517238994,0.1453281422917552,0.13172700689058575,0.16209943483182118,0.0,0.0
real,mistral-7b,nfix,nfix,Probe,0.6413502109704642,0.6297786720321932,0.2102081934184016,0.3152064451158107,0.6800951951304792,0.17181951357747652,0.1578049009979425,0.1877716596820743,0.1675512998390704,0.15603703354860857,0.18413080923552627,0.19859810901281855,0.18440356389614707,0.2157698284059635,0.31798245614035087,0.6297786720321932
real,qwen-2.5-7b,pond,pond,NTP,0.7483762328602358,0.8810495626822158,0.6421589460263494,0.7428711897738447,0.8729188713186826,0.09348244060537704,0.08139906590060696,0.10663728293531677,0.14903441706603446,0.1382952654036287,0.1624601826242859,0.19522405594567463,0.17988655565465148,0.20961741032846257,0.4941558441558442,0.8810495626822158
real,qwen-2.5-7b,pond,pond,Probe,0.7406783738272793,0.7339449541284404,0.8499787505312367,0.7877116975187082,0.8124974674967937,0.06838362429762068,0.05791755245703916,0.08220766886732653,0.06644195334631262,0.055483362921652346,0.07988348945441325,0.06820204161294682,0.05907143829408354,0.0856799046171599,0.6220779220779221,0.7339449541284404
real,qwen-2.5-7b,pond,nfix,NTP,0.7184499314128944,0.7447665056360708,0.4111111111111111,0.5297823596792669,0.7885263974191947,0.06583702830990325,0.05534787122607298,0.07725431420555592,0.11769340288697612,0.10627120229931318,0.1282034733937272,0.14157387257646972,0.13119016626842847,0.1546425421942371,0.24021739130434783,0.7447665056360708
real,qwen-2.5-7b,pond,nfix,Probe,0.7083333333333334,0.6929023190442727,0.43822222222222224,0.5368908249387422,0.7666420993858181,0.08956023937554297,0.0802666010890951,0.10182889975525254,0.08900583999294914,0.07922692385166155,0.10022414031587028,0.100883190036441,0.09073476505562642,0.11382425701245322,0.28043478260869564,0.6929023190442727
real,qwen-2.5-7b,pond,supermat,NTP,0.6944873776403916,0.9120274914089347,0.5563941299790356,0.6911458333333333,0.8431452702750014,0.16784731344264733,0.15462877087013194,0.18223079350024593,0.17588676315350615,0.16331955053490313,0.189249562258991,0.23223468858838375,0.21643962136226394,0.24786188217115518,0.4862778730703259,0.9120274914089347
real,qwen-2.5-7b,pond,supermat,Probe,0.6952601751674394,0.733852140077821,0.790775681341719,0.7612512613521694,0.7256057887963209,0.09499964435033403,0.08164702144210685,0.10906755850178396,0.09338511921841279,0.08215921098184512,0.1089658600208262,0.10702735973821785,0.09441509274172888,0.12375870651218789,0.5317324185248714,0.733852140077821
real,qwen-2.5-7b,nfix,pond,NTP,0.7337229476760113,0.8610340479192938,0.5907596469977505,0.7007389162561577,0.8445531176900336,0.05772508909510482,0.04960996196890901,0.06606252801278248,0.12193998761388791,0.11477066425360229,0.12950152731775463,0.1459527435209109,0.13822090131306716,0.15434928628832034,0.5205520552055205,0.8610340479192938
real,qwen-2.5-7b,nfix,pond,Probe,0.7205734636106291,0.6947986817595644,0.8390725038934072,0.7601504938078067,0.7872803856724757,0.05766483335018043,0.05096610620585356,0.06615618437300565,0.05939026103349256,0.05120033451699076,0.06693062009926325,0.06528496072212366,0.05793816760701466,0.07419630203791909,0.654065406540654,0.6947986817595644
real,qwen-2.5-7b,nfix,nfix,NTP,0.7241561181434599,0.7309697601668405,0.470785762256548,0.5727124183006536,0.7975177353567209,0.05546407668488618,0.04279964046649088,0.06973865262300373,0.11864425058706494,0.10444613816115807,0.1320994280120933,0.14281734098143392,0.13264991914456195,0.15530826667385844,0.3355263157894737,0.7309697601668405
real,qwen-2.5-7b,nfix,nfix,Probe,0.694620253164557,0.6331456154465004,0.5285426460711887,0.5761346998535871,0.7590012384931966,0.07327627341711092,0.06317454670853134,0.08890844014790018,0.0735895535056684,0.06380127578791099,0.08976595444204469,0.09375259304101644,0.07914116202386595,0.11053099299987355,0.38377192982456143,0.6331456154465004
real,qwen-2.5-7b,nfix,supermat,NTP,0.7230808861411644,0.8794901506373117,0.6364779874213836,0.7385064461201654,0.8431452702750014,0.08087226290140721,0.06918002069791572,0.09500806493976391,0.12531476591236118,0.11285127680815024,0.1374441043370878,0.1582571593707001,0.14323311125950222,0.17331569299530786,0.5042881646655232,0.8794901506373117
real,qwen-2.5-7b,nfix,supermat,Probe,0.7472952086553323,0.7594235033259423,0.8616352201257862,0.8073070123747791,0.7985460788803324,0.04377730014964662,0.036644224363616015,0.059255349180630565,0.04009405302210382,0.032498531037828626,0.05494081076634649,0.04226650662326517,0.03275295584697193,0.060413620771732554,0.5557461406518011,0.7594235033259423
real,qwen-2.5-7b,supermat,pond,NTP,0.6985663409734271,0.8948374760994264,0.4858972140508738,0.6298082314679824,0.8445531176900336,0.15080167015370896,0.1432132422936564,0.15855803137968652,0.18926231796952633,0.1822670408516428,0.19704707177867964,0.22270821085835882,0.2144016163483667,0.23139094271743096,0.46294629462946296,0.8948374760994264
