Dataset type,Judge model,Train dataset,Test dataset,Type,Accuracy,Precision,Recall,F1,AUROC,ECE,ECE_lo,ECE_hi,ECE_em,ECE_em_lo,ECE_em_hi,RMSCE_db,RMSCE_db_lo,RMSCE_db_hi,SmECE,SmECE_lo,SmECE_hi,Recovery,Validity
syn,qwen-2.5-7b,supermat,pond+nfix,Probe,0.6955380577427821,0.6329882184933953,0.9307086614173228,0.7535061623459414,0.822640516392144,0.1596201246953342,0.14608289554893075,0.17342352504617434,0.15962012469533418,0.14575092008275983,0.17318958569126788,0.17626818180611767,0.16253933986250568,0.1927464020728525,0.15937497151253316,0.1480619078893633,0.17068803513570302,0.9307086614173228,0.6329882184933953
real,qwen-2.5-7b,pond,pond,NTP,0.8753577106518283,0.8798955613577023,0.799209486166008,0.8376139188069595,0.9510768648557734,0.18021533689436317,0.17020631037563375,0.19203829567042807,0.19170647112373296,0.18013874354204829,0.20453381992890068,0.2300816895070439,0.22244634581702274,0.23897095410431235,0.16589785124570286,0.1535989590461126,0.17819674344529313,0.20584415584415586,0.8798955613577023
real,qwen-2.5-7b,pond,pond,Probe,0.8120826709062003,0.7592307692307693,0.7802371541501977,0.7695906432748539,0.8964010596249266,0.04411637444220449,0.035053351492554556,0.057548704107754776,0.04540316617469396,0.03758782960666026,0.06138251013790661,0.057379326964314914,0.046534752717060625,0.07802912906790267,0.04272212996003559,0.030904177871043922,0.05454008204902726,0.2038961038961039,0.7592307692307693
real,qwen-2.5-7b,pond,nfix+supermat,NTP,0.7461508093170154,0.6589492430988424,0.74,0.6971267074894018,0.8180534898891063,0.21442895724738043,0.1993255508330066,0.230794920550501,0.21101136148276767,0.19617529209245196,0.22709149455066124,0.22991538954671092,0.21647833588288753,0.2486849232183931,0.21118489275610158,0.1943695234866672,0.22800026202553597,0.20230105465004794,0.6589492430988424
real,qwen-2.5-7b,pond,nfix+supermat,Probe,0.5696802210817212,0.47570194384449244,0.881,0.6178120617110799,0.7314481409001957,0.2978541873354459,0.2821024115606381,0.31784196417397176,0.2987884367109775,0.28180355243466304,0.31845444762459113,0.3324909336559788,0.3146890528698307,0.3526184117443716,0.29156242112770137,0.2720001272296593,0.3111247150257434,0.24448705656759348,0.47570194384449244
real,qwen-2.5-7b,nfix,nfix,NTP,0.6566626650660264,0.5103092783505154,0.673469387755102,0.5806451612903225,0.7377734024964345,0.22689677044186998,0.1972901298194226,0.2583985294933758,0.2463539318018833,0.2143994283680038,0.27562058066834133,0.2639968018181421,0.23853459852318995,0.30165455933453705,0.22715832714539777,0.1902120432200075,0.26410461107078803,0.03804347826086957,0.5103092783505154
real,qwen-2.5-7b,nfix,nfix,Probe,0.5822328931572629,0.4430379746835443,0.7142857142857143,0.5468749999999999,0.6479244759128141,0.26114854236843094,0.2288659792287104,0.2915402002823581,0.2560449082978,0.22892229662781682,0.2914900101061454,0.28849650479413724,0.25897628351668706,0.3263735519514608,0.22616568944389584,0.20060145934751372,0.25172991954027796,0.03804347826086957,0.4430379746835443
real,qwen-2.5-7b,nfix,pond+supermat,NTP,0.8435326842837274,0.8713219148001756,0.7045454545454546,0.7791085804044767,0.9329058086653572,0.13164124174387656,0.12488919176484962,0.141169035073761,0.16902954378329071,0.16310087344203875,0.17743038435808603,0.21268761513319057,0.2064682202465747,0.21925634752110373,0.11312324287559393,0.10547527193166747,0.12077121381952038,0.20760168926428096,0.8713219148001756
real,qwen-2.5-7b,nfix,pond+supermat,Probe,0.7652294853963839,0.7095096582466568,0.6782670454545454,0.6935366739288308,0.8589120695119924,0.05239112381347971,0.045294644521427056,0.06190248561446588,0.05112866572605927,0.0451269726781783,0.061357142988675034,0.06929229370626133,0.059682769215582694,0.0816174126743754,0.05111584058286284,0.04322391005419142,0.059007771111534255,0.20893531895976883,0.7095096582466568
real,qwen-2.5-7b,supermat,supermat,NTP,0.8108614232209738,0.902127659574468,0.7310344827586207,0.8076190476190476,0.8895986433013001,0.09713441947599144,0.06832932474478257,0.13028787867632471,0.10269932345991468,0.08081069020003026,0.14313785278264332,0.12385010407061815,0.09583313534217539,0.17023471173952057,0.07993574713736457,0.05498048386181187,0.10489101041291726,0.3253012048192771,0.902127659574468
real,qwen-2.5-7b,supermat,supermat,Probe,0.7191011235955056,0.6590909090909091,1.0,0.7945205479452054,0.888256076879593,0.25304255657150077,0.22048171432879618,0.2885756250362579,0.25304255657150093,0.22048930670514008,0.28857562503625794,0.2950013552243094,0.25977453563042996,0.33680651301977643,0.25644123210694986,0.2196097771959845,0.2932726870179152,0.42168674698795183,0.6590909090909091
real,qwen-2.5-7b,supermat,pond+nfix,NTP,0.8330173176589559,0.7497421794431076,0.7862292718096612,0.7675523491113848,0.9067463539395474,0.2128354753969295,0.20517826639461226,0.22148138697808883,0.21099050650171114,0.20291727031103074,0.21907054205976603,0.23497334327005098,0.2289853745110047,0.24179524271139302,0.21101096926537483,0.2032755876566953,0.21874635087405436,0.15236303785563132,0.7497421794431076
real,qwen-2.5-7b,supermat,pond+nfix,Probe,0.5853874352167867,0.45634920634920634,0.9534967555875992,0.617269544924154,0.8050840987231052,0.3257523616192147,0.315586194880438,0.3351709054101433,0.3257523616192147,0.31558619488043793,0.3351709054101433,0.3577504969695828,0.3468501338287921,0.36818783763674207,0.32630877269654895,0.3169466715736191,0.3356708738194788,0.1756407241946861,0.45634920634920634
