dataset,model,baseline_recovery,baseline_hallucination,ablation_1_recovery,ablation_1_hallucination,ablation_2_recovery,ablation_2_hallucination,ablation_3_recovery,ablation_3_hallucination,ablation_4_recovery,ablation_4_hallucination,ablation_5_recovery,ablation_5_hallucination,ablation_6_recovery,ablation_6_hallucination
pond,llama-3.1-8b,0.3582358235823582,0.6378834740449719,0.27122712271227123,0.8768556826478462,0.28862886288628864,0.9071698113207547,0.2859285928592859,0.8905454208723029,0.13591359135913592,0.8105602579604998,0.2634263426342634,0.8736502594306549,0.29432943294329433,0.8675004372922861
pond,gemma-3-27b,0.7113711371137114,0.47228563601497575,0.16081608160816083,0.7929996236356793,0.32313231323132313,0.7892156862745098,0.48004800480048004,0.6645311313591495,0.32943294329432943,0.6821875686360641,0.5493549354935493,0.7024920520972209,0.5415541554155415,0.723466516601013
pond,gpt-oss-120b,0.7572757275727573,0.10255893612734235,0.6051605160516051,0.5276546091015168,0.6318631863186318,0.5229091912779464,0.6435643564356436,0.5121271076523994,0.5520552055205521,0.5301507537688442,0.5925592559255926,0.5505308690523004,0.6228622862286228,0.5523076923076924
