source,pi_te,pi_tr,n,smece,smece_lo,smece_hi,auroc,smece_shuffled,smece_shuffled_lo,smece_shuffled_hi,auroc_shuffled,observed_prevalence
probe,0.5,0.4996233724308619,2030,0.2019996794954058,0.19043934957714104,0.21356000941367054,0.8193380433548972,0.20193411626779387,0.18993182154777408,0.21393641098781366,0.5309272500283736,0.9645320197044335
probe,0.85,0.4996233724308619,2030,0.035847856821660744,0.027776994495111326,0.04391871914821016,0.8193380433548972,0.04482800015558434,0.040121882929085306,0.04953411738208337,0.5309272500283736,0.9645320197044335
ntp,0.5,0.4996233724308619,2030,0.19093844305536953,0.17810579915152408,0.20377108695921498,0.8056229429122689,0.19471622471519504,0.18325694117919283,0.20617550825119724,0.48867183066621267,0.9645320197044335
ntp,0.85,0.4996233724308619,2030,0.04299031815670033,0.03590751423739116,0.05007312207600951,0.8056229429122689,0.06767926929624948,0.06216937481320162,0.07318916377929735,0.48867183066621267,0.9645320197044335
