dataset,model,resolved_date,recovery,recovery_ci_lo,recovery_ci_hi,validity,validity_ci_lo,validity_ci_hi,f1,has_judge
supermat,llama-3.1-8b,2026_07_13,0.5737564322469982,0.545174671994865,0.601853798147911,0.3528760381421101,0.3455654407299782,0.36025615719173953,0.43699072316094084,True
supermat,gemma-3-27b,2026_07_09,0.5703259005145798,0.5417268772552581,0.5984630593925051,0.6684698608964451,0.6535008017328575,0.6831058287386188,0.6155101385693649,True
supermat,gpt-oss-120b,2026_07_13,0.5643224699828473,0.535696567016344,0.5925259360151467,0.9605654761904762,0.9487798821661368,0.9697257713720762,0.7109619870291063,True
supermat,nuextract-2.0-8b,2026_07_13,0.4262435677530017,0.3981462018520889,0.4548253280051349,0.6788079470198676,0.6477032227152068,0.7084027744988112,0.5236634080652954,True
supermat,chatextract-gemma-3-27b,2026_07_13,0.5506003430531733,0.5219288217735014,0.578939547277938,0.7236551215917465,0.6992559676501778,0.7467915833452382,0.6253765736239253,True
supermat,gliner-large-v1,2026_07_13,0.12006861063464837,0.10264829453777141,0.13998412088955658,0.2737777777777778,0.24852471980545665,0.30057050873819147,0.16692862175491843,True
