dataset,model,baseline_recovery,baseline_recovery_ci_lo,baseline_recovery_ci_hi,baseline_validity,baseline_validity_ci_lo,baseline_validity_ci_hi,ablation_1_recovery,ablation_1_recovery_ci_lo,ablation_1_recovery_ci_hi,ablation_1_validity,ablation_1_validity_ci_lo,ablation_1_validity_ci_hi,ablation_2_recovery,ablation_2_recovery_ci_lo,ablation_2_recovery_ci_hi,ablation_2_validity,ablation_2_validity_ci_lo,ablation_2_validity_ci_hi,ablation_3_recovery,ablation_3_recovery_ci_lo,ablation_3_recovery_ci_hi,ablation_3_validity,ablation_3_validity_ci_lo,ablation_3_validity_ci_hi,ablation_4_recovery,ablation_4_recovery_ci_lo,ablation_4_recovery_ci_hi,ablation_4_validity,ablation_4_validity_ci_lo,ablation_4_validity_ci_hi,ablation_5_recovery,ablation_5_recovery_ci_lo,ablation_5_recovery_ci_hi,ablation_5_validity,ablation_5_validity_ci_lo,ablation_5_validity_ci_hi,ablation_6_recovery,ablation_6_recovery_ci_lo,ablation_6_recovery_ci_hi,ablation_6_validity,ablation_6_validity_ci_lo,ablation_6_validity_ci_hi
nfix,llama-3.1-8b,0.18695652173913044,0.16308387060593554,0.21343252785135186,0.1585591133004926,0.151441364784588,0.1659459739293708,0.035869565217391305,0.02565348919697363,0.04994547657129622,0.22121106055302764,0.20637131964535557,0.23679950162179983,0.31630434782608696,0.28707142951424536,0.3470649293027046,0.11840487024966179,0.114938573633967,0.1219612977754552,0.19021739130434784,0.16616469884097493,0.21684632046571575,0.11655253510410182,0.11142339419851256,0.12188539826893742,0.1358695652173913,0.11523654165036291,0.15953079683294014,0.0997383407726643,0.09268687543913891,0.10726284907798476,0.1858695652173913,0.1620575626034316,0.21229396223738808,0.18842139244592704,0.18060012578457993,0.19650014793197437,0.14130434782608695,0.12028447455534527,0.16530723201029648,0.16797541823147832,0.15862030999195514,0.17776569987761176
nfix,gemma-3-27b,0.4282608695652174,0.39664956036673715,0.4604687809463913,0.38580246913580246,0.37338826371835176,0.3983670162358828,0.175,0.15181250249283113,0.20089028618331095,0.29517133956386293,0.2708635609416564,0.3207010711818735,0.4315217391304348,0.3998672176176612,0.4637457445448705,0.34723317930801306,0.3373951171358036,0.3572034613590115,0.28369565217391307,0.255512538044175,0.3136776122787424,0.33067846607669615,0.3150410821372963,0.34669915707855914,0.2728260869565217,0.245033390506512,0.3025080236517279,0.32406671961874506,0.30606612282182705,0.3426033060587949,0.483695652173913,0.45153871610491875,0.515988179648065,0.4375508543531326,0.4237374483617863,0.4514617821135838,0.3641304347826087,0.3336616777608599,0.39572912018067113,0.4247946611909651,0.4093544992507597,0.44038298208336474
nfix,gpt-oss-120b,0.5978260869565217,0.5657980154606342,0.6290406100214635,0.7769151138716356,0.757812116842983,0.794919097340145,0.21304347826086956,0.18780639567263777,0.24066696957987568,0.893581081081081,0.8747255208059757,0.9098909724803446,0.4923913043478261,0.460184853327973,0.5246610313567528,0.8489583333333334,0.8313015722555918,0.8650670207570917,0.4782608695652174,0.4461398189049224,0.5105627087657227,0.8623639191290824,0.8424523133338673,0.8801171107038206,0.38804347826086955,0.35708240138957986,0.41993561611424174,0.6685998342999171,0.6415462377754667,0.6945836469712944,0.45,0.41812704039914,0.48228877324334357,0.8521341463414634,0.8318992313291204,0.8703130251748837,0.3673913043478261,0.33685063565325163,0.39903478313768265,0.8924731182795699,0.8709245346804321,0.910792739814838
