dataset,model,baseline_recovery,baseline_recovery_ci_lo,baseline_recovery_ci_hi,baseline_hallucination,baseline_hallucination_ci_lo,baseline_hallucination_ci_hi,ablation_1_recovery,ablation_1_recovery_ci_lo,ablation_1_recovery_ci_hi,ablation_1_hallucination,ablation_1_hallucination_ci_lo,ablation_1_hallucination_ci_hi,ablation_2_recovery,ablation_2_recovery_ci_lo,ablation_2_recovery_ci_hi,ablation_2_hallucination,ablation_2_hallucination_ci_lo,ablation_2_hallucination_ci_hi,ablation_3_recovery,ablation_3_recovery_ci_lo,ablation_3_recovery_ci_hi,ablation_3_hallucination,ablation_3_hallucination_ci_lo,ablation_3_hallucination_ci_hi,ablation_4_recovery,ablation_4_recovery_ci_lo,ablation_4_recovery_ci_hi,ablation_4_hallucination,ablation_4_hallucination_ci_lo,ablation_4_hallucination_ci_hi,ablation_5_recovery,ablation_5_recovery_ci_lo,ablation_5_recovery_ci_hi,ablation_5_hallucination,ablation_5_hallucination_ci_lo,ablation_5_hallucination_ci_hi,ablation_6_recovery,ablation_6_recovery_ci_lo,ablation_6_recovery_ci_hi,ablation_6_hallucination,ablation_6_hallucination_ci_lo,ablation_6_hallucination_ci_hi
pond,llama-3.1-8b,0.3582358235823582,0.3421295190062196,0.37466853338492345,0.6378834740449719,0.6292281068163544,0.6464503177163218,0.33933393339333934,0.32345267548867,0.3555851172212921,0.6490630323679727,0.6386769087245001,0.6593098637364976,0.3402340234023402,0.3243414112064139,0.356494489107414,0.7644654088050314,0.7597698278915829,0.7690971022803076,0.38493849384938494,0.3685608737436449,0.40158103756218233,0.7535419946291323,0.7494555874686671,0.7575833103680184,0.1791179117911791,0.16647168967311055,0.19250294954874658,0.660217654171705,0.6493773207044197,0.6708926908418845,0.3564356435643564,0.34034957323074627,0.3728522639526652,0.6759220305707474,0.6681943141835769,0.6835550035475075,0.38043804380438045,0.36410241703389645,0.39704895625260206,0.6431694944901172,0.6343417790361761,0.6519010414983872
pond,gemma-3-27b,0.7113711371137114,0.6957514710648651,0.7265041312429439,0.47228563601497575,0.46294674310295714,0.48164396573735646,0.1842184218421842,0.1714236636252401,0.197740252018523,0.5826119683853971,0.5637553981305946,0.6012300047180849,0.38313831383138314,0.3667773117717742,0.39976838432632156,0.59044908285895,0.5818528471278651,0.5989903927631025,0.588058805880588,0.571257436977081,0.604657423601119,0.4708143507972665,0.4640808382548842,0.47755850257982213,0.40744074407440745,0.3908753162553344,0.42421928514713675,0.3795299802328135,0.36554154194278055,0.39372153316892133,0.6771677167716772,0.6610982920106998,0.6928292213502103,0.408368372474618,0.3986502336755027,0.4181586803859221,0.6810681068106811,0.6650449083233371,0.6966744046543246,0.44141812042768713,0.43112068974476137,0.4517661853533448
pond,gpt-oss-120b,0.7572757275727573,0.7424298487041108,0.7715292414008519,0.10255893612734235,0.0944235408910968,0.11130910978692903,0.7476747674767477,0.7326496109133035,0.7621296647504242,0.04900816802800467,0.042938485640987845,0.055885745305809184,0.7794779477947795,0.7650853080508976,0.7932271029494206,0.11081976262765669,0.10581175066615152,0.11603404338148272,0.7941794179417941,0.780118785161857,0.8075627167016017,0.09046692607003892,0.08604082242244512,0.09509702616604204,0.6903690369036903,0.6744612308260678,0.70583852739154,0.11557788944723613,0.10644246085308805,0.12538734594555692,0.7437743774377438,0.728679131274439,0.7583083447725372,0.07196224931183637,0.06517840093036754,0.07939220402344314,0.7737773777377738,0.759263015248736,0.7876613809270988,0.08788461538461534,0.08049032648151863,0.09588734875778379
