dataset,model,baseline_recovery,baseline_recovery_ci_lo,baseline_recovery_ci_hi,baseline_validity,baseline_validity_ci_lo,baseline_validity_ci_hi,ablation_1_recovery,ablation_1_recovery_ci_lo,ablation_1_recovery_ci_hi,ablation_1_validity,ablation_1_validity_ci_lo,ablation_1_validity_ci_hi,ablation_2_recovery,ablation_2_recovery_ci_lo,ablation_2_recovery_ci_hi,ablation_2_validity,ablation_2_validity_ci_lo,ablation_2_validity_ci_hi,ablation_3_recovery,ablation_3_recovery_ci_lo,ablation_3_recovery_ci_hi,ablation_3_validity,ablation_3_validity_ci_lo,ablation_3_validity_ci_hi,ablation_4_recovery,ablation_4_recovery_ci_lo,ablation_4_recovery_ci_hi,ablation_4_validity,ablation_4_validity_ci_lo,ablation_4_validity_ci_hi,ablation_5_recovery,ablation_5_validity,ablation_6_recovery,ablation_6_recovery_ci_lo,ablation_6_recovery_ci_hi,ablation_6_validity,ablation_6_validity_ci_lo,ablation_6_validity_ci_hi,ablation_5_recovery_ci_lo,ablation_5_recovery_ci_hi,ablation_5_validity_ci_lo,ablation_5_validity_ci_hi
supermat,llama-3.1-8b,0.5737564322469982,0.545174671994865,0.601853798147911,0.3307905259920025,0.32359835367960654,0.3380626561818547,0.4236706689536878,0.39560405928280157,0.4522385704531627,0.3143445435827042,0.29102086195826943,0.33864463203945855,0.5540308747855918,0.5253687025997383,0.5823381999467138,0.2494309952410511,0.24338187545340803,0.2555796763036016,0.4879931389365352,0.45938882483146637,0.5166763079359886,0.19261053906723197,0.18597500745119333,0.19942482304867992,0.5042881646655232,0.47562315690289175,0.5329250099658744,0.33570619640834815,0.32894383460808874,0.34253661592963713,,,0.49914236706689535,0.4704932485076796,0.527797118118567,0.25604053000779425,0.24768946035616618,0.2645741424580527,,,,
supermat,gemma-3-27b,0.5703259005145798,0.5417268772552581,0.5984630593925051,0.6143740340030912,0.5989565431355603,0.6295653894781026,0.41509433962264153,0.387135919023116,0.4436103769753162,0.46348733233979134,0.42607136724421146,0.501318985912767,0.5334476843910806,0.5047498435263148,0.5619258580500602,0.48751545117428924,0.47213095905711494,0.5029236334658981,0.4922813036020583,0.46365807606384146,0.5209552235723794,0.36666666666666664,0.351074946537407,0.38254263598684024,0.4725557461406518,0.4440369404159153,0.501254791623982,0.5806548513066987,0.5638088993766088,0.5973148764270004,0.5668953687821612,0.44342885375494073,0.5780445969125214,0.5494863696481532,0.6060902673633889,0.39695324811766763,0.38433730561959273,0.4097077245914668,0.5382804676380791,0.5950709355146712,0.4281858189988344,0.4587791561477245
supermat,gpt-oss-120b,0.5643224699828473,0.535696567016344,0.5925259360151467,0.9568452380952381,0.9446169783971285,0.9664694049186433,0.5171526586620926,0.48846116609769386,0.5457315013773703,0.47017045454545453,0.4335634888535776,0.5071011903953963,0.5514579759862779,0.5227886638795504,0.5797893385456422,0.5609532538955087,0.5313424100656357,0.5901363656314964,0.5463121783876501,0.5176308902347753,0.5746893119478982,0.4921422663358147,0.4640311377110558,0.5203031708980226,0.5394511149228131,0.5107586235688921,0.5678845116237556,0.4335785374296841,0.413500559609656,0.4538769669029363,0.5411663807890223,0.5250865051903114,0.5454545454545454,0.5167715594260237,0.5738390093828963,0.505066250974279,0.4777341057729209,0.5323681487906782,0.5124761806557536,0.5695862212844005,0.49626430990074955,0.5537425247048813
