experiment_id,dataset,ground_truth_file,n_gt,n_ext,fuzzy_threshold,n_resamples,seed,bootstrap_unit,recovery,recovery_ci_lo,recovery_ci_hi,judge_combine_id,judge_ids,validity,validity_ci_lo,validity_ci_hi,analysis_config_id
2026-09-21-nfix-extraction-gemma27b-full-01,nfix,data/nfix/ground_truth_review.json,920,5804,0.16666666666666666,2000,342,paper,0.5184782608695652,0.40318899627049,0.6131016482954661,,,,,,2026-09-23-nfix-full-pipeline-vs-baselines-recovery-01
2026-09-21-nfix-extraction-llama8b-full-01,nfix,data/nfix/ground_truth_review.json,920,7754,0.16666666666666666,2000,342,paper,0.07282608695652174,0.04461610457968579,0.11529063042220936,,,,,,2026-09-23-nfix-full-pipeline-vs-baselines-recovery-01
2026-09-21-nfix-extraction-gptoss120b-full-01,nfix,data/nfix/ground_truth_review.json,920,1100,0.16666666666666666,2000,342,paper,0.39891304347826084,0.2525826382322482,0.5425089312734089,,,,,,2026-09-23-nfix-full-pipeline-vs-baselines-recovery-01
2026-09-21-nfix-ablation1-gemma27b-full-01,nfix,data/nfix/ground_truth_review.json,920,1294,0.16666666666666666,2000,342,paper,0.03152173913043478,0.0028404082254135147,0.07464666941358629,,,,,,2026-09-23-nfix-full-pipeline-vs-baselines-recovery-01
2026-09-21-nfix-ablation1-gptoss120b-full-01,nfix,data/nfix/ground_truth_review.json,920,1484,0.16666666666666666,2000,342,paper,0.3065217391304348,0.18985933874142513,0.4202713446692826,,,,,,2026-09-23-nfix-full-pipeline-vs-baselines-recovery-01
2026-09-22-nfix-langextract-gemma27b-full-01,nfix,data/nfix/ground_truth_review.json,920,1,0.16666666666666666,2000,342,paper,0.0,0.0,0.0,,,,,,2026-09-23-nfix-full-pipeline-vs-baselines-recovery-01
2026-09-22-nfix-gliner-large-full-01,nfix,data/nfix/ground_truth_review.json,920,5261,0.16666666666666666,2000,342,paper,0.0,0.0,0.0,,,,,,2026-09-23-nfix-full-pipeline-vs-baselines-recovery-01
2026-09-22-nfix-nuextract3-full-01,nfix,data/nfix/ground_truth_review.json,920,992,0.16666666666666666,2000,342,paper,0.20978260869565218,0.12519746602623053,0.3240639044619372,,,,,,2026-09-23-nfix-full-pipeline-vs-baselines-recovery-01
